,Unnamed: 0,Title,Summary,Published On,news,cleanNews
1088,1088,"Jobs may not come totally back for years, all depending on how small businesses weather this storm","By some estimates, it will take until 2023 or even longer to bring the labor market back to where it was just week ago in February.",2020-04-03 11:30:10Z,"Jobs may not come totally back for years, all depending on how small businesses weather this storm By some estimates, it will take until 2023 or even longer to bring the labor market where was just week ago in February.",jobs may come totally back years depending small businesses weather storm estimates take 2023 even longer bring labor market week ago february
1089,1089,"US payrolls plunge 701,000 in March amid the start of a job market collapse","It was the first decline in payrolls since September 2010 and came close to the May 2009 financial crisis peak of 800,000.",2020-04-03 13:41:25Z,"US payrolls plunge 701,000 in March amid the start of a job market collapse It was first decline since September 2010 and came close to May 2009 financial crisis peak 800,000.",us payrolls plunge 701000 march amid start job market collapse first decline since september 2010 came close may 2009 financial crisis peak 800000
1090,1090,"US payrolls plunge 701,000 in March amid the start of a job market collapse","It was the first decline in payrolls since September 2010 and came close to the May 2009 financial crisis peak of 800,000.",2020-04-03 13:59:33Z,"US payrolls plunge 701,000 in March amid the start of a job market collapse It was first decline since September 2010 and came close to May 2009 financial crisis peak 800,000.",us payrolls plunge 701000 march amid start job market collapse first decline since september 2010 came close may 2009 financial crisis peak 800000
1091,1091,Small businesses have 'a million questions' about paycheck relief loan as applications come due,"As the SBA prepares to start accepting applications for payroll relief loans on Friday, business owners are confused about the program's details.",2020-04-03 14:30:04Z,"Small businesses have 'a million questions' about paycheck relief loan as applications come due As the SBA prepares to start accepting for payroll loans on Friday, business owners are confused program's details.",small businesses million questions paycheck relief loan applications come due sba prepares start accepting payroll loans friday business owners confused program details
1092,1092,Small businesses have 'a million questions' about paycheck relief loan as applications come due,"As the SBA prepares to start accepting applications for payroll relief loans on Friday, business owners are confused about the program's details.",2020-04-03 14:55:22Z,"Small businesses have 'a million questions' about paycheck relief loan as applications come due As the SBA prepares to start accepting for payroll loans on Friday, business owners are confused program's details.",small businesses million questions paycheck relief loan applications come due sba prepares start accepting payroll loans friday business owners confused program details
1093,1093,Small businesses have 'a million questions' about paycheck relief loan as applications come due,"As the SBA prepares to start accepting applications for payroll relief loans on Friday, business owners are confused about the program's details.",2020-04-03 15:28:36Z,"Small businesses have 'a million questions' about paycheck relief loan as applications come due As the SBA prepares to start accepting for payroll loans on Friday, business owners are confused program's details.",small businesses million questions paycheck relief loan applications come due sba prepares start accepting payroll loans friday business owners confused program details
1094,1094,Small businesses have 'a million questions' about paycheck relief loan as applications come due,"As the SBA prepares to start accepting applications for payroll relief loans on Friday, business owners are confused about the program's details.",2020-04-03 15:50:53Z,"Small businesses have 'a million questions' about paycheck relief loan as applications come due As the SBA prepares to start accepting for payroll loans on Friday, business owners are confused program's details.",small businesses million questions paycheck relief loan applications come due sba prepares start accepting payroll loans friday business owners confused program details
1095,1095,"US payrolls plunge 701,000 in March amid the start of a job market collapse","It was the first decline in payrolls since September 2010 and came close to the May 2009 financial crisis peak of 800,000.",2020-04-03 17:34:57Z,"US payrolls plunge 701,000 in March amid the start of a job market collapse It was first decline since September 2010 and came close to May 2009 financial crisis peak 800,000.",us payrolls plunge 701000 march amid start job market collapse first decline since september 2010 came close may 2009 financial crisis peak 800000
1096,1096,"Jobs may not come totally back for years, all depending on how small businesses weather this storm","By some estimates, it will take until 2023 or even longer to bring the labor market back to where it was just week ago in February.",2020-04-03 21:00:00Z,"Jobs may not come totally back for years, all depending on how small businesses weather this storm By some estimates, it will take until 2023 or even longer to bring the labor market where was just week ago in February.",jobs may come totally back years depending small businesses weather storm estimates take 2023 even longer bring labor market week ago february
1097,1097,"Five million more unemployment claims expected, but now layoffs are broader and could be more permanent","Another 5.25 million workers may have filed unemployment claims last week, reflecting a larger swath of the country now under shutdown.",2020-04-09 00:27:01Z,"Five million more unemployment claims expected, but now layoffs are broader and could be permanent Another 5.25 workers may have filed last week, reflecting a larger swath of the country under shutdown.",five million unemployment claims expected layoffs broader could permanent another 525 workers may filed last week reflecting larger swath country shutdown
1098,1098,"Fed will keep rates near zero until economy has 'weathered' coronavirus impact, minutes show","Not only did members believe it was important to use all their rate power now, but also that they intend to keep rates anchored at the bottom for the foreseeable future.",2020-04-08 18:59:05Z,"Fed will keep rates near zero until economy has 'weathered' coronavirus impact, minutes show Not only did members believe it was important to use all their rate power now, but also that they intend anchored at the bottom for foreseeable future.",fed keep rates near zero economy weathered coronavirus impact minutes show members believe important use rate power also intend anchored bottom foreseeable future
1099,1099,"5.25 million more unemployment claims expected, but layoffs are now broader and could be more permanent",The new claims for weekly unemployment benefits could bring the number of Americans filing to more than 15 million in three weeks.,2020-04-09 11:13:10Z,"5.25 million more unemployment claims expected, but layoffs are now broader and could be permanent The new for weekly benefits bring the number of Americans filing to than 15 in three weeks.",525 million unemployment claims expected layoffs broader could permanent new weekly benefits bring number americans filing 15 three weeks
1100,1100,"5.25 million more unemployment claims expected, but layoffs are now broader and could be more permanent",The new claims for weekly unemployment benefits could bring the number of Americans filing to more than 15 million in three weeks.,2020-04-09 11:21:23Z,"5.25 million more unemployment claims expected, but layoffs are now broader and could be permanent The new for weekly benefits bring the number of Americans filing to than 15 in three weeks.",525 million unemployment claims expected layoffs broader could permanent new weekly benefits bring number americans filing 15 three weeks
1101,1101,"5 million more unemployment claims expected, but layoffs are now broader and could be more permanent",The new claims for weekly unemployment benefits could bring the number of Americans filing to more than 15 million in three weeks.,2020-04-09 12:14:46Z,"5 million more unemployment claims expected, but layoffs are now broader and could be permanent The new for weekly benefits bring the number of Americans filing to than 15 in three weeks.",5 million unemployment claims expected layoffs broader could permanent new weekly benefits bring number americans filing 15 three weeks
1102,1102,'I feel better' � Cramer praises Fed's $2.3 trillion in loans to help businesses and governments,"""This is what is needed because we've got to fight off a depression,"" CNBC's Jim Cramer said.",2020-04-09 14:17:04Z,"'I feel better' � Cramer praises Fed's $2.3 trillion in loans to help businesses and governments ""This is what needed because we've got fight off a depression,"" CNBC's Jim said.",feel better  cramer praises fed 23 trillion loans help businesses governments needed got fight depression cnbc jim said
1103,1103,Federal Reserve unveils details of $2.3 trillion in programs to help support the economy,"The programs also direct expanded credit to small businesses, households and state and local governments.",2020-04-09 13:57:44Z,"Federal Reserve unveils details of $2.3 trillion in programs to help support the economy The also direct expanded credit small businesses, households and state local governments.",federal reserve unveils details 23 trillion programs help support economy also direct expanded credit small businesses households state local governments
1104,1104,Treasury Secretary Mnuchin says US could be open for business in May,"Treasury Secretary Steven Mnuchin said that he believed it was possible that the U.S. could open back up next month, following the effective halt of the economy because of coronavirus.",2020-04-09 14:17:23Z,"Treasury Secretary Mnuchin says US could be open for business in May Steven said that he believed it was possible the U.S. back up next month, following effective halt of economy because coronavirus.",treasury secretary mnuchin says us could open business may steven said believed possible us back next month following effective halt economy coronavirus
1105,1105,"Bill Gates: Schools will reopen in the fall, but economy won't magically return to the way it was",The Microsoft co-founder sees poor students getting hit the hardest as schools close down across the U.S.,2020-04-09 12:28:28Z,"Bill Gates: Schools will reopen in the fall, but economy won't magically return to way it was The Microsoft co-founder sees poor students getting hit hardest as schools close down across U.S.",bill gates schools reopen fall economy wo nt magically return way microsoft co-founder sees poor students getting hit hardest schools close across us
1106,1106,US weekly jobless claims jump by 6.6 million and we've now lost 10% of workforce in three weeks,That brings the total claims over the past three weeks to more than 16 million.,2020-04-09 14:15:10Z,US weekly jobless claims jump by 6.6 million and we've now lost 10% of workforce in three weeks That brings the total over past to more than 16 million.,us weekly jobless claims jump 66 million lost 10 workforce three weeks brings total past 16 million
1107,1107,Treasury Secretary Mnuchin says US could be open for business in May,"Treasury Secretary Steven Mnuchin said that he believed it was possible that the U.S. could open back up next month, following the effective halt of the economy because of the coronavirus.",2020-04-09 14:47:02Z,"Treasury Secretary Mnuchin says US could be open for business in May Steven said that he believed it was possible the U.S. back up next month, following effective halt of economy because coronavirus.",treasury secretary mnuchin says us could open business may steven said believed possible us back next month following effective halt economy coronavirus
1108,1108,Federal Reserve unveils details of $2.3 trillion in programs to help support the economy,"The programs also direct expanded credit to small businesses, households and state and local governments.",2020-04-09 14:20:27Z,"Federal Reserve unveils details of $2.3 trillion in programs to help support the economy The also direct expanded credit small businesses, households and state local governments.",federal reserve unveils details 23 trillion programs help support economy also direct expanded credit small businesses households state local governments
1109,1109,"Bill Gates: Schools will reopen in the fall, but economy won't magically return to the way it was",The Microsoft co-founder sees poor students getting hit the hardest as schools close down across the U.S.,2020-04-09 15:00:57Z,"Bill Gates: Schools will reopen in the fall, but economy won't magically return to way it was The Microsoft co-founder sees poor students getting hit hardest as schools close down across U.S.",bill gates schools reopen fall economy wo nt magically return way microsoft co-founder sees poor students getting hit hardest schools close across us
1110,1110,Federal Reserve unveils details of $2.3 trillion in programs to help support the economy,"The programs also direct expanded credit to small businesses, households and state and local governments.",2020-04-09 16:16:28Z,"Federal Reserve unveils details of $2.3 trillion in programs to help support the economy The also direct expanded credit small businesses, households and state local governments.",federal reserve unveils details 23 trillion programs help support economy also direct expanded credit small businesses households state local governments
1111,1111,US weekly jobless claims jump by 6.6 million and we've now lost 10% of workforce in three weeks,That brings the total claims over the past three weeks to more than 16 million.,2020-04-09 16:07:13Z,US weekly jobless claims jump by 6.6 million and we've now lost 10% of workforce in three weeks That brings the total over past to more than 16 million.,us weekly jobless claims jump 66 million lost 10 workforce three weeks brings total past 16 million
1112,1112,"Bill Gates: Schools will reopen in the fall, but economy won't magically return to the way it was",The Microsoft co-founder sees poor students getting hit the hardest as schools close down across the U.S.,2020-04-09 16:18:42Z,"Bill Gates: Schools will reopen in the fall, but economy won't magically return to way it was The Microsoft co-founder sees poor students getting hit hardest as schools close down across U.S.",bill gates schools reopen fall economy wo nt magically return way microsoft co-founder sees poor students getting hit hardest schools close across us
1113,1113,Treasury Secretary Mnuchin says US could be open for business in May,"Treasury Secretary Steven Mnuchin said that he believed it was possible that the U.S. could open back up next month, following the effective halt of the economy because of the coronavirus.",2020-04-09 20:24:32Z,"Treasury Secretary Mnuchin says US could be open for business in May Steven said that he believed it was possible the U.S. back up next month, following effective halt of economy because coronavirus.",treasury secretary mnuchin says us could open business may steven said believed possible us back next month following effective halt economy coronavirus
1114,1114,Federal Reserve unveils details of $2.3 trillion in programs to help support the economy,"The programs also direct expanded credit to small businesses, households and state and local governments.",2020-04-09 20:25:30Z,"Federal Reserve unveils details of $2.3 trillion in programs to help support the economy The also direct expanded credit small businesses, households and state local governments.",federal reserve unveils details 23 trillion programs help support economy also direct expanded credit small businesses households state local governments
1115,1115,'I feel better' � Cramer praises Fed's $2.3 trillion in loans to help businesses and governments,"""This is what is needed because we've got to fight off a depression,"" CNBC's Jim Cramer said.",2020-04-09 20:48:11Z,"'I feel better' � Cramer praises Fed's $2.3 trillion in loans to help businesses and governments ""This is what needed because we've got fight off a depression,"" CNBC's Jim said.",feel better  cramer praises fed 23 trillion loans help businesses governments needed got fight depression cnbc jim said
1116,1116,Federal Reserve unveils details of $2.3 trillion in programs to help support the economy,"The programs also direct expanded credit to small businesses, households and state and local governments.",2020-04-09 21:06:35Z,"Federal Reserve unveils details of $2.3 trillion in programs to help support the economy The also direct expanded credit small businesses, households and state local governments.",federal reserve unveils details 23 trillion programs help support economy also direct expanded credit small businesses households state local governments
1117,1117,"Fed's Neel Kashkari says coronavirus economic recovery 'could be a long, hard road'",Kashkari's comments came days after the Labor Department reported that another 6.6 million Americans filed first-time unemployment claims in the past week.,2020-04-12 16:27:26Z,"Fed's Neel Kashkari says coronavirus economic recovery 'could be a long, hard road' Kashkari's comments came days after the Labor Department reported that another 6.6 million Americans filed first-time unemployment claims in past week.",fed neel kashkari says coronavirus economic recovery could long hard road kashkari comments came days labor department reported another 66 million americans filed first-time unemployment claims past week
1118,1118,"Fauci expresses 'cautious optimism' coronavirus outbreak is slowing, US could start reopening in May","Fauci's hopeful remarks came less than a day after the U.S. counted more than 20,000 deaths from the disease, surpassing Italy as the nation with the highest number of recorded deaths in the world.",2020-04-12 16:06:50Z,"Fauci expresses 'cautious optimism' coronavirus outbreak is slowing, US could start reopening in May Fauci's hopeful remarks came less than a day after the U.S. counted more 20,000 deaths from disease, surpassing Italy as nation with highest number of recorded world.",fauci expresses cautious optimism coronavirus outbreak slowing us could start reopening may fauci hopeful remarks came less day us counted 20000 deaths disease surpassing italy nation highest number recorded world
1119,1119,JPMorgan Chase to raise mortgage borrowing standards as economic outlook darkens,"JPMorgan Chase, the country's largest lender by assets, is raising borrowing standards this week for most new home loans as the bank moves to mitigate lending risk stemming from the novel coronavirus disruption.",2020-04-11 22:27:59Z,"JPMorgan Chase to raise mortgage borrowing standards as economic outlook darkens Chase, the country's largest lender by assets, is raising this week for most new home loans bank moves mitigate lending risk stemming from novel coronavirus disruption.",jpmorgan chase raise mortgage borrowing standards economic outlook darkens chase country largest lender assets raising week new home loans bank moves mitigate lending risk stemming novel coronavirus disruption
1120,1120,"Small businesses start to get rescue funds, but payouts overall are lagging","""We have mostly undisbursed loans at this time"" said Tony Wilkinson, president of the National Association of Guaranteed Government Lenders.",2020-04-13 16:34:00Z,"Small businesses start to get rescue funds, but payouts overall are lagging ""We have mostly undisbursed loans at this time"" said Tony Wilkinson, president of the National Association Guaranteed Government Lenders.",small businesses start get rescue funds payouts overall lagging mostly undisbursed loans time said tony wilkinson president national association guaranteed government lenders
1121,1121,'We're not governments' � Cramer says small business owners can't front their employees forever,CNBC's Jim Cramer said Monday the slow rollout of promised small business loans is unfairly putting more burden on small business owners.,2020-04-13 16:16:06Z,'We're not governments' � Cramer says small business owners can't front their employees forever CNBC's Jim said Monday the slow rollout of promised loans is unfairly putting more burden on owners.,governments  cramer says small business owners ca nt front employees forever cnbc jim said monday slow rollout promised loans unfairly putting burden owners
1122,1122,'We're not governments' � Cramer says small business owners can't front their employees forever,CNBC's Jim Cramer said Monday the slow rollout of promised small business loans is unfairly putting more burden on small business owners.,2020-04-13 17:24:29Z,'We're not governments' � Cramer says small business owners can't front their employees forever CNBC's Jim said Monday the slow rollout of promised loans is unfairly putting more burden on owners.,governments  cramer says small business owners ca nt front employees forever cnbc jim said monday slow rollout promised loans unfairly putting burden owners
1123,1123,JPMorgan Chase to raise mortgage borrowing standards as economic outlook darkens,"JPMorgan Chase, the country's largest lender by assets, is raising borrowing standards this week for most new home loans as the bank moves to mitigate lending risk stemming from the novel coronavirus disruption.",2020-04-13 17:26:17Z,"JPMorgan Chase to raise mortgage borrowing standards as economic outlook darkens Chase, the country's largest lender by assets, is raising this week for most new home loans bank moves mitigate lending risk stemming from novel coronavirus disruption.",jpmorgan chase raise mortgage borrowing standards economic outlook darkens chase country largest lender assets raising week new home loans bank moves mitigate lending risk stemming novel coronavirus disruption
1124,1124,"Small businesses start to get rescue funds, but payouts overall are lagging","""We have mostly undisbursed loans at this time"" said Tony Wilkinson, president of the National Association of Guaranteed Government Lenders.",2020-04-13 18:33:59Z,"Small businesses start to get rescue funds, but payouts overall are lagging ""We have mostly undisbursed loans at this time"" said Tony Wilkinson, president of the National Association Guaranteed Government Lenders.",small businesses start get rescue funds payouts overall lagging mostly undisbursed loans time said tony wilkinson president national association guaranteed government lenders
1125,1125,"Small businesses start to get rescue funds, but payouts overall are lagging","""We have mostly undisbursed loans at this time"" said Tony Wilkinson, president of the National Association of Guaranteed Government Lenders.",2020-04-13 19:03:43Z,"Small businesses start to get rescue funds, but payouts overall are lagging ""We have mostly undisbursed loans at this time"" said Tony Wilkinson, president of the National Association Guaranteed Government Lenders.",small businesses start get rescue funds payouts overall lagging mostly undisbursed loans time said tony wilkinson president national association guaranteed government lenders
1126,1126,'We're not governments' � Cramer says small business owners can't front their employees forever,CNBC's Jim Cramer said Monday the slow rollout of promised small business loans is unfairly putting more burden on small business owners.,2020-04-13 19:05:52Z,'We're not governments' � Cramer says small business owners can't front their employees forever CNBC's Jim said Monday the slow rollout of promised loans is unfairly putting more burden on owners.,governments  cramer says small business owners ca nt front employees forever cnbc jim said monday slow rollout promised loans unfairly putting burden owners
1127,1127,"New York, New Jersey and other Northeastern states form coronavirus working group to decide when to ease restrictions","The governors, led by Andrew Cuomo, announced the coronavirus group hours after President Donald Trump claimed in a tweet that he, not state leaders, has the power to decide when to ""open up"" country.",2020-04-13 22:35:34Z,"New York, Jersey and other Northeastern states form coronavirus working group to decide when ease restrictions The governors, led by Andrew Cuomo, announced the hours after President Donald Trump claimed in a tweet that he, not state leaders, has power ""open up"" country.",new york jersey northeastern states form coronavirus working group decide ease restrictions governors led andrew cuomo announced hours president donald trump claimed tweet state leaders power open country
1128,1128,Here is everything the Fed has done to save the economy,The Fed has acted while Congress has continued to squabble.,2020-04-13 20:31:00Z,Here is everything the Fed has done to save economy The acted while Congress continued squabble.,everything fed done save economy acted congress continued squabble
1129,1129,Borrower requests for government's coronavirus mortgage bailout jump 78% in one week,"As unemployment surges and more Americans struggle to make ends meet, more homeowners are applying for the government's mortgage forbearance program under the recently-passed coronavirus relief plan.",2020-04-13 22:37:43Z,"Borrower requests for government's coronavirus mortgage bailout jump 78% in one week As unemployment surges and more Americans struggle to make ends meet, homeowners are applying the forbearance program under recently-passed relief plan.",borrower requests government coronavirus mortgage bailout jump 78 one week unemployment surges americans struggle make ends meet homeowners applying forbearance program recently-passed relief plan
1130,1130,US import prices post largest drop in over five years,"U.S. import prices dropped by the most in more than five years in March amid declines in the costs of petroleum products and a range of other goods, pointing to import deflation that could deepen amid the coronavirus pandemic.",2020-04-14 14:19:38Z,"US import prices post largest drop in over five years U.S. dropped by the most more than March amid declines costs of petroleum products and a range other goods, pointing to deflation that could deepen coronavirus pandemic.",us import prices post largest drop five years us dropped march amid declines costs petroleum products range goods pointing deflation could deepen coronavirus pandemic
1131,1131,Coronavirus delivers record blow to US retail sales in March,"U.S. retail sales for the month of March were expected to sink by 8.0%, after slipping 0.5% a month earlier.",2020-04-15 12:39:32Z,"Coronavirus delivers record blow to US retail sales in March U.S. for the month of were expected sink by 8.0%, after slipping 0.5% a earlier.",coronavirus delivers record blow us retail sales march us month expected sink 80 slipping 05 earlier
1132,1132,New York manufacturing hits record low reading of -78.2 amid coronavirus collapse,,2020-04-15 12:52:01Z,New York manufacturing hits record low reading of -78.2 amid coronavirus collapse nan,new york manufacturing hits record low reading -782 amid coronavirus collapse nan
1133,1133,Coronavirus delivers record blow to US retail sales in March,"U.S. retail sales for the month of March were expected to sink by 8.0%, after slipping 0.5% a month earlier.",2020-04-15 13:01:49Z,"Coronavirus delivers record blow to US retail sales in March U.S. for the month of were expected sink by 8.0%, after slipping 0.5% a earlier.",coronavirus delivers record blow us retail sales march us month expected sink 80 slipping 05 earlier
1134,1134,New York manufacturing hits record low reading of -78.2 amid coronavirus collapse,"The Empire State Manufacturing Index for April hit -78.2, worse even than the -32.5 expected by economists surveyed by Dow Jones. The worst reading the index had seen was -34.3 during the financial crisis.",2020-04-15 13:09:04Z,"New York manufacturing hits record low reading of -78.2 amid coronavirus collapse The Empire State Manufacturing Index for April hit -78.2, worse even than the -32.5 expected by economists surveyed Dow Jones. worst index had seen was -34.3 during financial crisis.",new york manufacturing hits record low reading -782 amid coronavirus collapse empire state manufacturing index april hit -782 worse even -325 expected economists surveyed dow jones worst index seen -343 financial crisis
1135,1135,Coronavirus delivers record blow to US retail sales in March,"U.S. retail sales for the month of March were expected to sink by 8.0%, after slipping 0.5% a month earlier.",2020-04-15 13:43:02Z,"Coronavirus delivers record blow to US retail sales in March U.S. for the month of were expected sink by 8.0%, after slipping 0.5% a earlier.",coronavirus delivers record blow us retail sales march us month expected sink 80 slipping 05 earlier
1136,1136,New York manufacturing hits record low reading of -78.2 amid coronavirus collapse,"The Empire State Manufacturing Index for April hit -78.2, worse even than the -32.5 expected by economists surveyed by Dow Jones. The worst reading the index had seen was -34.3 during the financial crisis.",2020-04-15 13:38:04Z,"New York manufacturing hits record low reading of -78.2 amid coronavirus collapse The Empire State Manufacturing Index for April hit -78.2, worse even than the -32.5 expected by economists surveyed Dow Jones. worst index had seen was -34.3 during financial crisis.",new york manufacturing hits record low reading -782 amid coronavirus collapse empire state manufacturing index april hit -782 worse even -325 expected economists surveyed dow jones worst index seen -343 financial crisis
1137,1137,New York manufacturing hits record low reading of -78.2 amid coronavirus collapse,"The Empire State Manufacturing Index for April plunged to -78.2, more than twice as bad as expected and more than double the worst during the Great Recession.",2020-04-15 14:29:20Z,"New York manufacturing hits record low reading of -78.2 amid coronavirus collapse The Empire State Manufacturing Index for April plunged to -78.2, more than twice as bad expected and double the worst during Great Recession.",new york manufacturing hits record low reading -782 amid coronavirus collapse empire state manufacturing index april plunged -782 twice bad expected double worst great recession
1138,1138,Small business loans top $296 billion and could reach the program's limit by the end of Wednesday,"""It's a tremendous program to keep our business afloat,"" said one small business owner.",2020-04-15 18:10:21Z,"Small business loans top $296 billion and could reach the program's limit by end of Wednesday ""It's a tremendous program to keep our afloat,"" said one small owner.",small business loans top 296 billion could reach program limit end wednesday tremendous program keep afloat said one small owner
1139,1139,Homebuilder confidence index takes biggest monthly dive ever as coronavirus slams economy,"This month's HMI survey was conducted from April 1 to April 13, after millions of Americans had been issued orders to stay home to stem the spread of the virus.",2020-04-15 15:18:41Z,"Homebuilder confidence index takes biggest monthly dive ever as coronavirus slams economy This month's HMI survey was conducted from April 1 to 13, after millions of Americans had been issued orders stay home stem the spread virus.",homebuilder confidence index takes biggest monthly dive ever coronavirus slams economy month hmi survey conducted april 1 13 millions americans issued orders stay home stem spread virus
1140,1140,Fed Beige Book says economy contracted 'sharply and abruptly' due to coronavirus,"Economic activity has fallen sharply due to measures taken during the coronavirus scare, with leisure and hospitality as well as retail the hardest-hit so far, according to the Federal Reserve's latest Beige Book report.",2020-04-15 18:20:50Z,"Fed Beige Book says economy contracted 'sharply and abruptly' due to coronavirus Economic activity has fallen sharply measures taken during the scare, with leisure hospitality as well retail hardest-hit so far, according Federal Reserve's latest report.",fed beige book says economy contracted sharply abruptly due coronavirus economic activity fallen sharply measures taken scare leisure hospitality well retail hardest-hit far according federal reserve latest report
1141,1141,The Fed's Main Street problem: Worries rise that money won't go where it's most needed,It wasn't supposed to work like this: The Federal Reserve was not going to have to come back and rescue the economy the way it did during the financial crisis,2020-04-15 18:18:38Z,The Fed's Main Street problem: Worries rise that money won't go where it's most needed It wasn't supposed to work like this: Federal Reserve was not going have come back and rescue the economy way it did during financial crisis,fed main street problem worries rise money wo nt go needed nt supposed work like federal reserve going come back rescue economy way financial crisis
1142,1142,World Bank president warns the global coronavirus recession will hurt poorer countries the most,"""Many of the very populous countries need extra support right now,"" World Bank President David Malpass told CNBC on Wednesday.",2020-04-15 17:01:16Z,"World Bank president warns the global coronavirus recession will hurt poorer countries most ""Many of very populous need extra support right now,"" President David Malpass told CNBC on Wednesday.",world bank president warns global coronavirus recession hurt poorer countries many populous need extra support right president david malpass told cnbc wednesday
1143,1143,The economic data is even worse than Wall Street feared: 'The economy is clearly in ruins here',Consumer and manufacturing data showed the hit to the economy from the coronavirus was even swifter and deeper in the early weeks of the shutdown than expected.,2020-04-15 18:10:26Z,The economic data is even worse than Wall Street feared: 'The economy clearly in ruins here' Consumer and manufacturing showed the hit to from coronavirus was swifter deeper early weeks of shutdown expected.,economic data even worse wall street feared economy clearly ruins consumer manufacturing showed hit coronavirus swifter deeper early weeks shutdown expected
1144,1144,Federal Reserve on coronavirus: Activity contracted sharply and abruptly,CNBC's Steve Liesman reports the latest from the Federal Reserve's 'Beige Book' report. He discusses what impact the Fed is seeing on the economy from coronavirus.,2020-04-15 18:10:51Z,Federal Reserve on coronavirus: Activity contracted sharply and abruptly CNBC's Steve Liesman reports the latest from Reserve's 'Beige Book' report. He discusses what impact Fed is seeing economy coronavirus.,federal reserve coronavirus activity contracted sharply abruptly cnbc steve liesman reports latest reserve beige book report discusses impact fed seeing economy coronavirus
1145,1145,America's 'clean energy' workforce projected to fall by 15% in months ahead,"Last month saw over 106,000 people working in clean energy roles lose their jobs.",2020-04-15 16:06:38Z,"America's 'clean energy' workforce projected to fall by 15% in months ahead Last month saw over 106,000 people working clean energy roles lose their jobs.",america clean energy workforce projected fall 15 months ahead last month saw 106000 people working clean energy roles lose jobs
1146,1146,Small business loans top $296 billion and could reach the program's limit by the end of Wednesday,"""It's a tremendous program to keep our business afloat,"" said one small business owner.",2020-04-15 19:10:57Z,"Small business loans top $296 billion and could reach the program's limit by end of Wednesday ""It's a tremendous program to keep our afloat,"" said one small owner.",small business loans top 296 billion could reach program limit end wednesday tremendous program keep afloat said one small owner
1147,1147,"Weekly mortgage applications rise as rates drop to 30-year low, but it's all refinances","Mortgage rates dropped to the lowest level in the Mortgage Bankers Association's survey, causing yet another rush to refinance.",2020-04-15 18:55:00Z,"Weekly mortgage applications rise as rates drop to 30-year low, but it's all refinances Mortgage dropped the lowest level in Bankers Association's survey, causing yet another rush refinance.",weekly mortgage applications rise rates drop 30-year low refinances mortgage dropped lowest level bankers association survey causing yet another rush refinance
1148,1148,The Fed's Main Street problem: Worries rise that money won't go where it's most needed,It wasn't supposed to work like this: The Federal Reserve was not going to have to come back and rescue the economy the way it did during the financial crisis,2020-04-15 19:44:00Z,The Fed's Main Street problem: Worries rise that money won't go where it's most needed It wasn't supposed to work like this: Federal Reserve was not going have come back and rescue the economy way it did during financial crisis,fed main street problem worries rise money wo nt go needed nt supposed work like federal reserve going come back rescue economy way financial crisis
1149,1149,The economic data is even worse than Wall Street feared: 'The economy is clearly in ruins here',Consumer and manufacturing data showed the hit to the economy from the coronavirus was even swifter and deeper in the early weeks of the shutdown than expected.,2020-04-15 19:26:49Z,The economic data is even worse than Wall Street feared: 'The economy clearly in ruins here' Consumer and manufacturing showed the hit to from coronavirus was swifter deeper early weeks of shutdown expected.,economic data even worse wall street feared economy clearly ruins consumer manufacturing showed hit coronavirus swifter deeper early weeks shutdown expected
1150,1150,The economic data is even worse than Wall Street feared: 'The economy is clearly in ruins here',Consumer and manufacturing data showed the hit to the economy from the coronavirus was even swifter and deeper in the early weeks of the shutdown than expected.,2020-04-15 20:47:02Z,The economic data is even worse than Wall Street feared: 'The economy clearly in ruins here' Consumer and manufacturing showed the hit to from coronavirus was swifter deeper early weeks of shutdown expected.,economic data even worse wall street feared economy clearly ruins consumer manufacturing showed hit coronavirus swifter deeper early weeks shutdown expected
1151,1151,Small business loans top $296 billion and could reach the program's limit by the end of Wednesday,"""It's a tremendous program to keep our business afloat,"" said one small business owner.",2020-04-15 21:42:15Z,"Small business loans top $296 billion and could reach the program's limit by end of Wednesday ""It's a tremendous program to keep our afloat,"" said one small owner.",small business loans top 296 billion could reach program limit end wednesday tremendous program keep afloat said one small owner
1152,1152,The Fed's Main Street problem: Worries rise that money won't go where it's most needed,It wasn't supposed to work like this: The Federal Reserve was not going to have to come back and rescue the economy the way it did during the financial crisis,2020-04-16 01:24:18Z,The Fed's Main Street problem: Worries rise that money won't go where it's most needed It wasn't supposed to work like this: Federal Reserve was not going have come back and rescue the economy way it did during financial crisis,fed main street problem worries rise money wo nt go needed nt supposed work like federal reserve going come back rescue economy way financial crisis
1153,1153,New York taps McKinsey to develop a 'Trump-proof' economic reopening plan,"New York Governor Andrew Cuomo has hired high-powered consultants to develop a science-based plan for the safe economic reopening of the region, state government sources told Reuters on Wednesday.",2020-04-16 10:29:02Z,"New York taps McKinsey to develop a 'Trump-proof' economic reopening plan Governor Andrew Cuomo has hired high-powered consultants science-based for the safe of region, state government sources told Reuters on Wednesday.",new york taps mckinsey develop trump-proof economic reopening plan governor andrew cuomo hired high-powered consultants science-based safe region state government sources told reuters wednesday
